outcome,ROI5_standardized_mean,BG15_standardized_mean,ROI5_minus_BG15,ROI5_common_support_fraction,n_common_strata,n_ROI5_common,n_BG15_common
eci_2000,0.5352550918481637,0.5395371954632484,-0.0042821036150847425,0.9973616154227947,18,38180,77051
eci_2025,0.6631709551217286,0.656365187283112,0.006805767838616639,0.9973616154227947,18,38180,77051
eci_change,0.1279158632735649,0.11682799181986349,0.011087871453701423,0.9973616154227947,18,38180,77051
