pair_number,feature_x,feature_y,x,y,predicted_recovery_trend,observed_support_count,interaction_rank,mean_abs_shap_interaction,background_rows,grid_size
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.003284548609929888,-0.005118111065091264,0.023103028535842896,6,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.003663908382717955,-0.005118111065091264,0.023110615089535713,3,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.004043268155506024,-0.005118111065091264,0.023221978917717934,3,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.004422627928294091,-0.005118111065091264,0.023349802941083908,1,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.004801987701082158,-0.005118111065091264,0.023375215008854866,2,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.005181347473870225,-0.005118111065091264,0.023504314944148064,3,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0055607072466582926,-0.005118111065091264,0.023504523560404778,1,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.005940067019446362,-0.005118111065091264,0.023484814912080765,1,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.009234323892076339,-0.004989288110940668,0.0030424045398831367,2,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.008854964119288272,-0.004989288110940668,0.003219060832634568,3,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.008475604346500205,-0.004989288110940668,0.003516560420393944,3,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.008096244573712136,-0.004989288110940668,0.004064684733748436,1,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.007716884800924069,-0.004989288110940668,0.004689056891947985,0,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0073375250281360015,-0.004989288110940668,0.00504186050966382,3,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.006958165255347934,-0.004989288110940668,0.005483041983097792,1,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.006578805482559867,-0.004989288110940668,0.005682308692485094,2,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.006199445709771799,-0.004989288110940668,0.0057026538997888565,4,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.005820085936983731,-0.004989288110940668,0.006433486007153988,2,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.005440726164195664,-0.004989288110940668,0.008034245111048222,2,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.005061366391407597,-0.004989288110940668,0.008025416173040867,7,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.00468200661861953,-0.004989288110940668,0.009347576647996902,3,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0043026468458314615,-0.004989288110940668,0.009881331585347652,3,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.003923287073043394,-0.004989288110940668,0.010032656602561474,6,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0035439273002553263,-0.004989288110940668,0.010605834424495697,5,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.003164567527467259,-0.004989288110940668,0.011101320385932922,3,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.002785207754679192,-0.004989288110940668,0.012813113629817963,8,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.002405847981891124,-0.004989288110940668,0.013086555525660515,15,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.002026488209103057,-0.004989288110940668,0.013851035386323929,15,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0016471284363149888,-0.004989288110940668,0.014623774215579033,19,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0012677686635269216,-0.004989288110940668,0.015790028497576714,15,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0008884088907388545,-0.004989288110940668,0.01684243232011795,22,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0005090491179507873,-0.004989288110940668,0.0176601130515337,22,3,0.0002420278615318,1200,41
