feature,n_cells,n_boundary_bins,supported_x_min,supported_x_max,upper_degree,upper_r2,upper_adjusted_r2,upper_turning_x,upper_turning_y,upper_turning_ci_low,upper_turning_ci_high,upper_turning_bootstrap_support,lower_degree,lower_r2,lower_adjusted_r2,lower_turning_x,lower_turning_y,lower_turning_ci_low,lower_turning_ci_high,lower_turning_bootstrap_support,bootstrap_requested,bootstrap_successful,panel_order,display_name,abbreviation,unit,family,selection_rule,upper_turning_supported,lower_turning_supported
forest_frac_slope_2000_2025,38273,40,-0.0337957950847282,0.0245955341435554,3,0.9559697368653722,0.9523005482708199,0.021029642954182012,0.04239347074610942,0.01628530407861311,0.023872374834811954,0.461,3,0.9874539909835368,0.9864084902321649,-0.03222480756934083,-0.03730474017061404,-0.032967955792779835,0.023426665066438243,0.933,1000,1000,1,Forest fraction trend,FORs,fraction yr-1,Land cover,leading land-cover predictor,False,False
built_frac_slope_2000_2025,38273,27,-0.0045547669409690995,0.02837145672350255,2,0.8929602005115912,0.8840402172208904,,,-0.004126005494204986,0.02795070376518783,0.097,3,0.9353474552566067,0.9269145146379032,0.016583779034862033,-0.032660354095793924,0.013127993803598161,0.01935017440976344,0.993,1000,1000,2,Built-up fraction trend,BLTs,fraction yr-1,Land cover,second land-cover predictor,False,True
mndwi_mean_2000_2025,38273,26,-0.5665392965408129,-0.0195518588895128,3,0.2790027934738539,0.1806849925839249,-0.4049018339452735,0.03640851593136883,-0.49596880355676515,-0.2783699908948727,0.933,2,0.3566078155630582,0.30066066909028066,-0.22305265974208965,-0.01862389964404075,-0.2793108064396896,-0.08670832278849369,0.953,1000,1000,3,Mean modified normalized difference water index,MNDWIm,unitless,Hydrology,leading predictor in driver domain,False,True
ssrd_wm2_slope_2000_2025,38273,56,-0.1474445462226867,-0.071903109550476,3,0.3657258273574103,0.3291330866280302,-0.12442046548263459,0.03764126983496057,-0.12637377727720786,-0.12233425347879245,1.0,2,0.06368396159780154,0.028351280903378906,-0.10699473545371709,-0.0026792686506390464,-0.10906749706026662,-0.09918138127286429,1.0,1000,1000,4,Shortwave radiation trend,SRADs,W m-2 yr-1,Climate,leading predictor in driver domain,True,False
slope_mean,38273,50,2.146557888786898,30.25431243974413,3,0.7550893486312864,0.7391169148463703,13.566515780189324,0.03799233643167182,13.115017344861307,15.317952387080213,1.0,3,0.8903363091712195,0.8831843293345599,25.091296912354558,0.0014716746608312678,18.54217621648289,29.48960996849979,0.847,1000,1000,5,Terrain slope,SLOPE,degree,Terrain,leading predictor in driver domain,True,True
ntl_viirs_slope_2014_2025,38273,23,-0.169976548605519,2.0690240958599473,2,0.8297557637750758,0.8127313401525833,,,-0.1381199913302223,1.8993344438304822,0.397,2,0.5497009235886325,0.5046710159474957,1.4450709045449934,-0.03141727516853977,0.9169798710202096,1.8247573299376476,0.942,1000,1000,6,Nighttime light trend,NTLs,nW cm-2 sr-1 yr-1,Human activity,leading predictor in driver domain,False,True
