source,score,direction,q_low,q_high
kndvi_mean,eci_kndvi,1,0.14474040042691222,0.6015705063592423
nbr_mean,eci_nbr,1,0.2601616382013191,0.7086873091660649
ndmi_mean,eci_ndmi,1,0.04217428066262812,0.39953166283616576
bsi_mean,eci_bsi_inverse,-1,-0.34578493621613693,0.027481659139420384
