sample_id,year,kndvi_mean,nbr_mean,ndmi_mean,bsi_mean,expected_eci_spectral,expected_regain_annual
cell_00005,2008,0.4538158395876039,0.5465855810872451,0.2112621582068464,-0.1762686986924091,0.5835436384947538,0.0
cell_00005,2009,0.4805496742104663,0.6509791952211214,0.3304012388566246,-0.2659729349420365,0.7997886366932209,0.522232523291909
cell_00005,2010,0.5172213829312708,0.6330036399899991,0.3154191690227527,-0.262738676164673,0.7971906229937946,0.5159583099639636
cell_00005,2011,0.5002317032936303,0.7077258087008882,0.387986392459621,-0.3322494028323681,0.926864046784055,0.8291201397129061
cell_00005,2012,0.6352755036070041,0.7060963168208564,0.3783016476709403,-0.3421392778528771,0.9812620133063804,0.9604914433526316
cell_00005,2013,0.6012792827963644,0.7041286982683277,0.3838053939649868,-0.3412707798826665,0.9832745490116748,0.96535172501624
cell_00005,2014,0.5957202731989999,0.7025548086086132,0.3895623165232108,-0.3436980507508023,0.985008248919411,0.96953861712931
cell_00005,2015,0.6217116260050141,0.7104692897405765,0.396131961079825,-0.3582236867192143,0.9976216373818396,1.0
cell_00005,2016,0.6172861642950798,0.7082373823906792,0.3892851257861843,-0.3497256185575113,0.9925809488805104,0.9878267173941216
cell_00005,2017,0.574035625931612,0.6805249584302063,0.3884272864326938,-0.3363451678941132,0.9551435735449944,0.8974153083452556
cell_00005,2018,0.6025893522897892,0.6837685940958074,0.3831155739315147,-0.3377057298432,0.9692152502177258,0.9313984629937804
cell_00005,2019,0.5932265500961067,0.7024283047964746,0.3893852123807844,-0.3409300878618979,0.9815952730867596,0.9612962670362736
cell_00005,2020,0.5444519325854708,0.6790067304233961,0.3772209197902995,-0.3201104749923847,0.9193945452552476,0.8110812640689863
cell_00005,2021,0.5852311714517642,0.6910404014253598,0.3866871270302106,-0.3360430547030192,0.9657117201001448,0.922937423945588
cell_00005,2022,0.5922141501222824,0.702780253068911,0.3942107786200031,-0.3445856853964846,0.9870616583778336,0.9744976090678856
cell_00005,2023,0.6026250788396107,0.6950746413421022,0.3839090951574402,-0.3410584863762566,0.9783177163191188,0.9533809545191876
cell_00005,2024,0.5844729974183369,0.6733898312867564,0.3767802847156647,-0.3302521191323446,0.9446495264855173,0.8720721433191447
cell_00005,2025,0.5783397483704866,0.6637286082997434,0.3762282985213186,-0.3255621003052261,0.9323807632527888,0.84244303173702
cell_00006,2000,0.5331690988898161,0.652736951713511,0.3215167305219383,-0.2742024570030371,0.8288607299745829,0.8377654973624926
cell_00006,2001,0.5292776854705405,0.6359793544122271,0.30428167986577,-0.2540401141569948,0.7918295024130445,0.7469054417710004
cell_00006,2002,0.5171457872582739,0.6190983613218032,0.2922935435050885,-0.2399090850939034,0.7579300794427068,0.6637296018535719
cell_00006,2003,0.3859671879059115,0.5247151061437632,0.1947381771313792,-0.1468184191434481,0.5029387638425176,0.0380812872715201
cell_00006,2004,0.4696743807532311,0.5773266480606236,0.2519115112677151,-0.1993615433357357,0.6532609126308079,0.4069126681065011
cell_00006,2005,0.5347933294673336,0.5905538660881262,0.2588392242810658,-0.2260220046368052,0.7189724947507364,0.5681430241485673
cell_00006,2006,0.3991715687278851,0.5043527229841054,0.1851197136423716,-0.1398486005783054,0.4874182272810142,0.0
cell_00006,2007,0.4700053838216778,0.5166165478049859,0.2111873881275214,-0.1634273461957266,0.5670462010755736,0.1953757032112541
cell_00006,2008,0.4198875062462093,0.5060401845441198,0.1877012040755875,-0.151283277062897,0.5091600487905026,0.0533458716087548
cell_00006,2009,0.4435174166258957,0.5590484223905018,0.2401607350797627,-0.1844476389449322,0.6105492007026982,0.3021149399256906
cell_00006,2010,0.5071112168039825,0.6288855152129885,0.3059593457778077,-0.2498338372603722,0.7741013939303425,0.7034076419858455
cell_00006,2011,0.4961279711543239,0.6291029131505335,0.3048601992382208,-0.2664924782368588,0.7786003867569778,0.7144463994144105
cell_00006,2012,0.602914039138753,0.6437480320709413,0.3172013329107494,-0.2795969643714619,0.8618771739506268,0.918774854400726
cell_00006,2013,0.5430367264233764,0.6199655941616999,0.3053510679046191,-0.2573799532015262,0.7934183738869884,0.7508039069301793
cell_00006,2014,0.549790808265548,0.6359997166685051,0.3237168886881747,-0.2751748772972007,0.8308183988249124,0.842568846111196
cell_00006,2015,0.554991594226012,0.6376518380829113,0.326418602676815,-0.2818467440539469,0.8409440192608508,0.8674131328467313
cell_00006,2016,0.5876008245764281,0.6627045849012323,0.3411151180197264,-0.2996841646683764,0.8949815654329434,1.0
cell_00006,2017,0.5288155216604281,0.6162487109573965,0.314177518443525,-0.2609175267894218,0.7921082462734409,0.7475893694806427
cell_00006,2018,0.5276302026243089,0.6232389086253892,0.3147660013437375,-0.2601378515475748,0.795245282823969,0.7552864223234053
cell_00006,2019,0.5693845170660065,0.6598622940777807,0.3354171673349054,-0.2880189055939537,0.871629336063249,0.9427028214176878
cell_00006,2020,0.5537431480892305,0.6501732872910178,0.3308014287361747,-0.2800387180770449,0.8490952228362156,0.8874129778090528
cell_00006,2021,0.5581763449091711,0.6439976644527499,0.3276384696530036,-0.2791757646808824,0.8452883918520013,0.878072513081592
cell_00006,2022,0.5224075605600522,0.6131203695502296,0.2994133836701521,-0.2473426790380246,0.7674371978460246,0.68705632806606
cell_00006,2023,0.553080678072085,0.6267427361557127,0.3070466841597853,-0.2637383346099507,0.8081372001055692,0.7869181126026581
cell_00006,2024,0.5596112758786299,0.6392912969138376,0.3259329382304103,-0.2791713131238995,0.8422542770409108,0.8706279896736512
cell_00006,2025,0.558420832156393,0.6431747182799927,0.3328953234677567,-0.2823975095862447,0.8507988850662189,0.8915930942977646
cell_00007,2000,0.451303664872788,0.5651654678730702,0.2573038039750871,-0.1913690693081312,0.6348484090768352,0.5475629339946798
cell_00007,2001,0.3890866681617971,0.4194518769042006,0.1193872216427884,-0.0679821943876861,0.3404585412570534,0.1828024033850719
cell_00007,2002,0.4606752019912405,0.4924898245966159,0.1944007510805107,-0.1411082526478064,0.5218003850401655,0.4074920221206792
cell_00007,2003,0.3981679178404331,0.534694804728286,0.213796367570338,-0.1615603503554266,0.5383844259855834,0.4280402958085675
cell_00007,2004,0.4608028488358419,0.6146211265265007,0.2942217586185944,-0.2369587903428354,0.7239738549052089,0.6579928382299608
cell_00007,2005,0.5621979950087246,0.680103257299986,0.3643058782374025,-0.3158771321268472,0.9178468145929296,0.8982089984200913
cell_00007,2006,0.5668829463774129,0.7074137352507069,0.4004025118908496,-0.3481900032515678,0.9803073869255172,0.9756000841763502
cell_00007,2007,0.531965296052407,0.6892646384225853,0.3727904744484191,-0.3132120873884266,0.9105590792086732,0.8891792099786934
cell_00007,2008,0.4976605532689747,0.6731071271568706,0.3511346437897322,-0.300530225108809,0.8591361101542005,0.8254641452696269
cell_00007,2009,0.4761783380111434,0.6782883059729324,0.3627083771803325,-0.2905893491814909,0.8517065981878704,0.8162586901122232
cell_00007,2010,0.500710066916706,0.6580041047760414,0.344875951596285,-0.2855495317332562,0.8379748439450391,0.7992445109187934
cell_00007,2011,0.4414596452531094,0.7010027022644465,0.3837208210007449,-0.3198572934569923,0.879669858208528,0.8509062601466432
cell_00007,2012,0.6266062267878357,0.7308901001375308,0.4159480141659294,-0.3737645973025866,1.0,1.0
cell_00007,2013,0.615225247463256,0.733723163392426,0.4226918545381561,-0.3778286571520612,1.0,1.0
cell_00007,2014,0.5929595306523279,0.7246643684405604,0.4329314473517878,-0.379590412230001,0.9952876487368644,0.9941612129524362
cell_00007,2015,0.6128072302804422,0.7193049317926821,0.4130946458932471,-0.3683491012029565,1.0,1.0
cell_00007,2016,0.5895290673984704,0.6995864403266336,0.3853586001417213,-0.339176322221957,0.973996281539621,0.9677803784020268
cell_00007,2017,0.5908161277342313,0.716811706700036,0.4195287548818427,-0.3658536564842711,0.9941146727824216,0.9927078499861646
cell_00007,2018,0.4514485244265211,0.5260283769408434,0.2190949685329735,-0.15877457886748,0.5645526861760636,0.4604637910290386
cell_00007,2019,0.3952484110913565,0.4355912436097072,0.1176603753051435,-0.0654165259886236,0.3498998834884466,0.194500594723974
cell_00007,2020,0.315754890865378,0.3213567711044586,0.0838249335132154,-0.0264006143846384,0.1929229093734971,0.0
cell_00007,2021,0.4387465897312894,0.459353374768069,0.1411431042819578,-0.0979718133009027,0.4251811683817142,0.2877770434890228
cell_00007,2022,0.4692374601400593,0.5063952834616665,0.1964678167606805,-0.1470372058918413,0.539653792335195,0.4296130902347184
cell_00007,2023,0.5706465467041008,0.6563676600116057,0.3282173061544338,-0.2859305892637845,0.8639365824830975,0.8314121177553415
cell_00007,2024,0.5550653574821052,0.633217560429541,0.3394330066873101,-0.2884148930085897,0.8520165153153745,0.8166426895233122
cell_00007,2025,0.565192544760792,0.6614576807966333,0.3647755043324839,-0.3097473897289924,0.905315945855458,0.8826827632152929
cell_00008,2000,0.4997637977740953,0.6256174206264893,0.29464780099757,-0.2392846738284699,0.7532801841653707,0.7857326739035765
cell_00008,2001,0.4585100690391788,0.5993553686422342,0.2699862536475182,-0.2103661234801796,0.679444835864603,0.4811268454970603
cell_00008,2002,0.44802192447366,0.5825299719449799,0.2626745415795267,-0.2019534545113404,0.6535774200335706,0.3744114874838368
cell_00008,2003,0.3930527328900218,0.6075888252564925,0.2786398773395551,-0.2202280115483821,0.6608715499933017,0.4045032328337478
cell_00008,2004,0.3639258653880935,0.5907177607207807,0.2738454229418066,-0.2063848930882136,0.622902560540899,0.2478631444197929
cell_00008,2005,0.4840009643937824,0.6342559782085633,0.3090267176636337,-0.2577084324980966,0.7718677006428862,0.8624149945664362
cell_00008,2006,0.4432369496953503,0.6341524247162156,0.3085695450466881,-0.2515050859925631,0.7450273012439036,0.7516856178946414
cell_00008,2007,0.4724459234773169,0.6205772989639602,0.296154150574485,-0.2373734462671104,0.7352949653574347,0.7115351167694572
cell_00008,2008,0.4394541654730636,0.6105257233372308,0.2780536365466096,-0.2187945195137521,0.6865314576942081,0.5103625213987627
cell_00008,2009,0.4000928795928011,0.5946028118205732,0.2722996200659701,-0.2048770345000331,0.6427690739259946,0.3298219338950675
cell_00008,2010,0.4416695551094365,0.6011261136216287,0.2741223902801547,-0.2164355356659439,0.6781744783821174,0.4758860184104368
cell_00008,2011,0.3296508384229889,0.558759707481065,0.2533854034147925,-0.1926518333291379,0.5628214330887514,0.0
cell_00008,2012,0.5327898626411841,0.593369497944487,0.2723950786757419,-0.2274068299533947,0.7298563862679026,0.6890983987604484
cell_00008,2013,0.5029953561779463,0.5796207941416853,0.262295308362071,-0.2162305342016721,0.6913370248363485,0.5301877649167052
cell_00008,2014,0.4654850898282781,0.5529287133958091,0.2591164749110051,-0.2045125186619612,0.6458597409085808,0.342572400957597
cell_00008,2015,0.4886108053136709,0.5554651360885661,0.259920858595343,-0.215175318379463,0.6676333052213761,0.432398679935042
cell_00008,2016,0.5173785578962871,0.5870137016805356,0.2827112077454841,-0.2318847176104919,0.728096031481346,0.681836100411639
cell_00008,2017,0.4805270829955753,0.588811674026465,0.2967064843488406,-0.2375552046373231,0.7225199335688859,0.6588320520392809
cell_00008,2018,0.4825761050327061,0.5901137185295035,0.2920965946864067,-0.2318710415622879,0.7173349700498083,0.6374416185364463
cell_00008,2019,0.5141058084767081,0.6316090583304018,0.3255454762533745,-0.2678529283955237,0.8052178070748381,1.0
cell_00008,2020,0.4799379840013966,0.6147996336614265,0.3185889942288779,-0.2538984339702524,0.7629374076189817,0.8255733006208941
cell_00008,2021,0.5046725435294083,0.6132862451001089,0.3179819743990744,-0.2607333508756922,0.7797829581373095,0.8950691855688048
cell_00008,2022,0.4803281624434855,0.5899161647664308,0.2971203348032266,-0.238148131487607,0.723713338972078,0.6637554153040326
cell_00008,2023,0.4789435335173389,0.5875191367119478,0.2955832031905481,-0.2371975303346345,0.7199075187738349,0.6480546020630655
cell_00008,2024,0.504327402155278,0.5963939966632087,0.3053040395822483,-0.2507964301122592,0.7546540449793202,0.7914005013192967
cell_00008,2025,0.5046704835224346,0.5942905622588042,0.2968976270740174,-0.2446511762196645,0.7436725628338702,0.7460966794639403
cell_00009,2000,0.5609696201731225,0.6704383121945118,0.3291170566978834,-0.2851836344301246,0.866612779167053,0.7565447823667499
cell_00009,2001,0.5335334600967568,0.6553448340254728,0.3110094689960804,-0.2616451138574438,0.8147526059415889,0.6404856554648127
cell_00009,2002,0.5421251310056644,0.6523931296784315,0.3166755116784207,-0.2630179260909807,0.8226924738683901,0.6582544765463583
cell_00009,2003,0.4629179462762098,0.6356146432886156,0.3022377417782324,-0.2500741737977637,0.751224755615451,0.4983151538208213
cell_00009,2004,0.479507677053975,0.6302670571751962,0.2963313957668011,-0.2430265051485334,0.7484706041131179,0.4921515720424349
cell_00009,2005,0.5410185655004774,0.6540928356524542,0.3048719917264446,-0.2678189820682027,0.8179923552983702,0.6477359683416029
cell_00009,2006,0.4275988075753021,0.6418118232506045,0.3106481649319416,-0.256693325173661,0.7456675948953284,0.4858786504094813
cell_00009,2007,0.4862530392551458,0.5781669999433642,0.245594260748177,-0.1982800011839292,0.6576581730403188,0.2889202520017158
cell_00009,2008,0.4543453929285513,0.5051042211647411,0.1910524951155166,-0.1493667105296234,0.5285562685445715,0.0
cell_00009,2009,0.4486989723934645,0.5574951356707694,0.2465262641606926,-0.192303113744467,0.62223352895065,0.2096425903945212
