pair_number,panel,feature_x,feature_y,x,y,predicted_original,predicted_joint_land_cover_change
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0010083899732014,-0.00486046515679,0.022285502403974533,0.023777397349476814
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0013877497459895,-0.00486046515679,0.022493883967399597,0.02410486713051796
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0017671095187776,-0.00486046515679,0.022551899775862694,0.024431807920336723
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0021464692915656,-0.00486046515679,0.022685369476675987,0.024739405140280724
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0025258290643537,-0.00486046515679,0.022794179618358612,0.024985458701848984
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0029051888371418,-0.00486046515679,0.023106612265110016,0.025385243818163872
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0032845486099298,-0.00486046515679,0.02334996685385704,0.025708409026265144
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0036639083827179,-0.00486046515679,0.023357553407549858,0.025803009048104286
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.004043268155506,-0.00486046515679,0.02346891723573208,0.0260476041585207
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.004422627928294,-0.00486046515679,0.023596741259098053,0.02620195411145687
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0048019877010821,-0.00486046515679,0.02362215332686901,0.02633921429514885
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0051813474738702,-0.00486046515679,0.02375125139951706,0.02670220099389553
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0055607072466582,-0.00486046515679,0.023751461878418922,0.026792023330926895
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0059400670194463,-0.00486046515679,0.02373175323009491,0.026937413960695267
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0092343238920763,-0.0047316422026394,0.0032638146076351404,-0.006873514037579298
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0088549641192882,-0.0047316422026394,0.003439356805756688,-0.006511854473501444
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0084756043465002,-0.0047316422026394,0.0037819095887243748,-0.005900625605136156
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0080962445737121,-0.0047316422026394,0.004345742054283619,-0.004897757433354855
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.007716884800924,-0.0047316422026394,0.004970114678144455,-0.003924732096493244
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.007337525028136,-0.0047316422026394,0.005322918761521578,-0.0033912674989551306
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0069581652553479,-0.0047316422026394,0.005764099769294262,-0.0025125404354184866
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0065788054825598,-0.0047316422026394,0.005963366478681564,-0.002153914188966155
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0061994457097717,-0.0047316422026394,0.005983456969261169,-0.0017078088130801916
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0058200859369837,-0.0047316422026394,0.0067751663736999035,-0.000314529228489846
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0054407261641956,-0.0047316422026394,0.00847700797021389,0.002532880287617445
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0050613663914075,-0.0047316422026394,0.00846817996352911,0.0027323532849550247
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0046820066186195,-0.0047316422026394,0.009947712533175945,0.004594018682837486
