modified_MK_status_2025,advancing_recovery,consolidated_recovery,high_state_monitoring,renewed_decline,stalled_recovery,unevaluable_variance
advancing_recovery,61.147757255936675,38.852242744063325,0.0,0.0,0.0,0.0
consolidated_recovery,4.999431882740598,95.0005681172594,0.0,0.0,0.0,0.0
high_state_monitoring,0.0,0.0,83.24803821221425,0.0,16.75196178778574,0.0
renewed_decline,0.0,0.0,0.0,100.0,0.0,0.0
stalled_recovery,0.0,0.0,7.34367798432939,0.0,92.65632201567061,0.0
unevaluable_variance,0.0,0.0,0.0,0.0,0.0,100.0
