submitted_k5_class,0,1,2
gradual_recovery,90.55886583110745,7.088555578385042,2.3525785905074996
persistent_decline,0.0,100.0,0.0
rebound_after_early_decline,0.0,1.5039768618944322,98.49602313810557
sustained_recovery,90.7647708448371,0.0,9.235229155162894
temporary_recovery_with_late_setback,26.042898159094747,61.27343354163148,12.683668299273771
