stage,year,method,component_a,component_b,correlation,n_records
scaled_ECI_components,2002,spearman,nbr_mean,ndmi_mean,0.9884708887018273,38281
scaled_ECI_components,2002,spearman,nbr_mean,bsi_mean,0.990838939809982,38281
scaled_ECI_components,2002,spearman,ndmi_mean,bsi_mean,0.9863249828063118,38281
scaled_ECI_components,2003,pearson,kndvi_mean,nbr_mean,0.9348000068646175,38281
scaled_ECI_components,2003,pearson,kndvi_mean,ndmi_mean,0.9063596418643592,38281
scaled_ECI_components,2003,pearson,kndvi_mean,bsi_mean,0.9399234103797999,38281
scaled_ECI_components,2003,pearson,nbr_mean,ndmi_mean,0.9883588687860407,38281
scaled_ECI_components,2003,pearson,nbr_mean,bsi_mean,0.9898163843481163,38281
scaled_ECI_components,2003,pearson,ndmi_mean,bsi_mean,0.992514129406839,38281
scaled_ECI_components,2003,spearman,kndvi_mean,nbr_mean,0.9325683308287335,38281
scaled_ECI_components,2003,spearman,kndvi_mean,ndmi_mean,0.901333516711003,38281
scaled_ECI_components,2003,spearman,kndvi_mean,bsi_mean,0.9366948462313046,38281
scaled_ECI_components,2003,spearman,nbr_mean,ndmi_mean,0.9914908603712147,38281
scaled_ECI_components,2003,spearman,nbr_mean,bsi_mean,0.9940225739312942,38281
scaled_ECI_components,2003,spearman,ndmi_mean,bsi_mean,0.9922524785028257,38281
scaled_ECI_components,2004,pearson,kndvi_mean,nbr_mean,0.9504373552991126,38281
scaled_ECI_components,2004,pearson,kndvi_mean,ndmi_mean,0.9326262785187682,38281
scaled_ECI_components,2004,pearson,kndvi_mean,bsi_mean,0.9590730879096401,38281
scaled_ECI_components,2004,pearson,nbr_mean,ndmi_mean,0.9897569482807145,38281
scaled_ECI_components,2004,pearson,nbr_mean,bsi_mean,0.9903555492916337,38281
scaled_ECI_components,2004,pearson,ndmi_mean,bsi_mean,0.9942023124262875,38281
scaled_ECI_components,2004,spearman,kndvi_mean,nbr_mean,0.9535212545341394,38281
scaled_ECI_components,2004,spearman,kndvi_mean,ndmi_mean,0.9343411482922714,38281
scaled_ECI_components,2004,spearman,kndvi_mean,bsi_mean,0.9597495114957594,38281
scaled_ECI_components,2004,spearman,nbr_mean,ndmi_mean,0.9927025304981352,38281
scaled_ECI_components,2004,spearman,nbr_mean,bsi_mean,0.9942766621003613,38281
scaled_ECI_components,2004,spearman,ndmi_mean,bsi_mean,0.9944770185050819,38281
scaled_ECI_components,2005,pearson,kndvi_mean,nbr_mean,0.9256072167785954,38281
scaled_ECI_components,2005,pearson,kndvi_mean,ndmi_mean,0.8865306614951175,38281
scaled_ECI_components,2005,pearson,kndvi_mean,bsi_mean,0.9402217505601009,38281
scaled_ECI_components,2005,pearson,nbr_mean,ndmi_mean,0.9827973434746835,38281
scaled_ECI_components,2005,pearson,nbr_mean,bsi_mean,0.9865071274398503,38281
scaled_ECI_components,2005,pearson,ndmi_mean,bsi_mean,0.9855246712379838,38281
scaled_ECI_components,2005,spearman,kndvi_mean,nbr_mean,0.9310657065975271,38281
scaled_ECI_components,2005,spearman,kndvi_mean,ndmi_mean,0.8960575208320775,38281
scaled_ECI_components,2005,spearman,kndvi_mean,bsi_mean,0.9444114345470346,38281
scaled_ECI_components,2005,spearman,nbr_mean,ndmi_mean,0.9879216004706166,38281
scaled_ECI_components,2005,spearman,nbr_mean,bsi_mean,0.9921108906289035,38281
scaled_ECI_components,2005,spearman,ndmi_mean,bsi_mean,0.9867655392120395,38281
scaled_ECI_components,2006,pearson,kndvi_mean,nbr_mean,0.9234060017291813,38281
scaled_ECI_components,2006,pearson,kndvi_mean,ndmi_mean,0.8852686687672852,38281
scaled_ECI_components,2006,pearson,kndvi_mean,bsi_mean,0.9333134509410572,38281
scaled_ECI_components,2006,pearson,nbr_mean,ndmi_mean,0.9854872626016123,38281
scaled_ECI_components,2006,pearson,nbr_mean,bsi_mean,0.9871679626199859,38281
scaled_ECI_components,2006,pearson,ndmi_mean,bsi_mean,0.9884470948729487,38281
scaled_ECI_components,2006,spearman,kndvi_mean,nbr_mean,0.9233754174694497,38281
scaled_ECI_components,2006,spearman,kndvi_mean,ndmi_mean,0.8880502019123528,38281
scaled_ECI_components,2006,spearman,kndvi_mean,bsi_mean,0.934115610608837,38281
scaled_ECI_components,2006,spearman,nbr_mean,ndmi_mean,0.9895425852597283,38281
scaled_ECI_components,2006,spearman,nbr_mean,bsi_mean,0.992291153005574,38281
scaled_ECI_components,2006,spearman,ndmi_mean,bsi_mean,0.9887219313434432,38281
scaled_ECI_components,2007,pearson,kndvi_mean,nbr_mean,0.9355721460365952,38281
scaled_ECI_components,2007,pearson,kndvi_mean,ndmi_mean,0.9048442641403783,38281
scaled_ECI_components,2007,pearson,kndvi_mean,bsi_mean,0.9477812394579503,38281
scaled_ECI_components,2007,pearson,nbr_mean,ndmi_mean,0.9864391459124698,38281
scaled_ECI_components,2007,pearson,nbr_mean,bsi_mean,0.9885551497291631,38281
scaled_ECI_components,2007,pearson,ndmi_mean,bsi_mean,0.9895584033382714,38281
scaled_ECI_components,2007,spearman,kndvi_mean,nbr_mean,0.9360687494223229,38281
scaled_ECI_components,2007,spearman,kndvi_mean,ndmi_mean,0.9078441870106823,38281
scaled_ECI_components,2007,spearman,kndvi_mean,bsi_mean,0.9489141153188809,38281
scaled_ECI_components,2007,spearman,nbr_mean,ndmi_mean,0.9903881704274481,38281
scaled_ECI_components,2007,spearman,nbr_mean,bsi_mean,0.9929194623978308,38281
scaled_ECI_components,2007,spearman,ndmi_mean,bsi_mean,0.9898144172790836,38281
scaled_ECI_components,2008,pearson,kndvi_mean,nbr_mean,0.9097712012061855,38281
scaled_ECI_components,2008,pearson,kndvi_mean,ndmi_mean,0.8683331027080708,38281
scaled_ECI_components,2008,pearson,kndvi_mean,bsi_mean,0.9272291467004345,38281
scaled_ECI_components,2008,pearson,nbr_mean,ndmi_mean,0.9827326346993515,38281
scaled_ECI_components,2008,pearson,nbr_mean,bsi_mean,0.9850171462522488,38281
scaled_ECI_components,2008,pearson,ndmi_mean,bsi_mean,0.985704201165294,38281
scaled_ECI_components,2008,spearman,kndvi_mean,nbr_mean,0.9045247239612577,38281
scaled_ECI_components,2008,spearman,kndvi_mean,ndmi_mean,0.8737979548773469,38281
scaled_ECI_components,2008,spearman,kndvi_mean,bsi_mean,0.9284952881102398,38281
scaled_ECI_components,2008,spearman,nbr_mean,ndmi_mean,0.9881587715089591,38281
scaled_ECI_components,2008,spearman,nbr_mean,bsi_mean,0.9899019163003712,38281
scaled_ECI_components,2008,spearman,ndmi_mean,bsi_mean,0.9862448851720269,38281
scaled_ECI_components,2009,pearson,kndvi_mean,nbr_mean,0.9266851453052622,38281
scaled_ECI_components,2009,pearson,kndvi_mean,ndmi_mean,0.8952177409395289,38281
scaled_ECI_components,2009,pearson,kndvi_mean,bsi_mean,0.9350152917542883,38281
scaled_ECI_components,2009,pearson,nbr_mean,ndmi_mean,0.9873861133167089,38281
scaled_ECI_components,2009,pearson,nbr_mean,bsi_mean,0.988720887066089,38281
scaled_ECI_components,2009,pearson,ndmi_mean,bsi_mean,0.9920620466787596,38281
scaled_ECI_components,2009,spearman,kndvi_mean,nbr_mean,0.9250884666788323,38281
scaled_ECI_components,2009,spearman,kndvi_mean,ndmi_mean,0.8990809777510328,38281
scaled_ECI_components,2009,spearman,kndvi_mean,bsi_mean,0.9375498040868938,38281
scaled_ECI_components,2009,spearman,nbr_mean,ndmi_mean,0.9917043209388925,38281
scaled_ECI_components,2009,spearman,nbr_mean,bsi_mean,0.9930048062196812,38281
scaled_ECI_components,2009,spearman,ndmi_mean,bsi_mean,0.992171118721018,38281
scaled_ECI_components,2010,pearson,kndvi_mean,nbr_mean,0.9042791040674059,38281
scaled_ECI_components,2010,pearson,kndvi_mean,ndmi_mean,0.8605909557859904,38281
scaled_ECI_components,2010,pearson,kndvi_mean,bsi_mean,0.918967241555602,38281
scaled_ECI_components,2010,pearson,nbr_mean,ndmi_mean,0.9843063180927712,38281
scaled_ECI_components,2010,pearson,nbr_mean,bsi_mean,0.9865607009301576,38281
scaled_ECI_components,2010,pearson,ndmi_mean,bsi_mean,0.9867942842135472,38281
scaled_ECI_components,2010,spearman,kndvi_mean,nbr_mean,0.89774753916564,38281
scaled_ECI_components,2010,spearman,kndvi_mean,ndmi_mean,0.8615945927984147,38281
scaled_ECI_components,2010,spearman,kndvi_mean,bsi_mean,0.917981348362726,38281
scaled_ECI_components,2010,spearman,nbr_mean,ndmi_mean,0.9888789543819722,38281
scaled_ECI_components,2010,spearman,nbr_mean,bsi_mean,0.9914896514780767,38281
scaled_ECI_components,2010,spearman,ndmi_mean,bsi_mean,0.9870318804442885,38281
scaled_ECI_components,2011,pearson,kndvi_mean,nbr_mean,0.9005164526074578,38281
scaled_ECI_components,2011,pearson,kndvi_mean,ndmi_mean,0.8517871452151705,38281
scaled_ECI_components,2011,pearson,kndvi_mean,bsi_mean,0.9070363403582338,38281
scaled_ECI_components,2011,pearson,nbr_mean,ndmi_mean,0.9809012607434799,38281
scaled_ECI_components,2011,pearson,nbr_mean,bsi_mean,0.9846392338853135,38281
scaled_ECI_components,2011,pearson,ndmi_mean,bsi_mean,0.9871317743880997,38281
scaled_ECI_components,2011,spearman,kndvi_mean,nbr_mean,0.9040468833243811,38281
scaled_ECI_components,2011,spearman,kndvi_mean,ndmi_mean,0.8624544255679573,38281
scaled_ECI_components,2011,spearman,kndvi_mean,bsi_mean,0.9114152827763189,38281
scaled_ECI_components,2011,spearman,nbr_mean,ndmi_mean,0.9865191488068196,38281
scaled_ECI_components,2011,spearman,nbr_mean,bsi_mean,0.9904155133397375,38281
scaled_ECI_components,2011,spearman,ndmi_mean,bsi_mean,0.9878377091263573,38281
scaled_ECI_components,2012,pearson,kndvi_mean,nbr_mean,0.9201364874730862,38281
scaled_ECI_components,2012,pearson,kndvi_mean,ndmi_mean,0.8729615743138568,38281
scaled_ECI_components,2012,pearson,kndvi_mean,bsi_mean,0.9298780904396069,38281
scaled_ECI_components,2012,pearson,nbr_mean,ndmi_mean,0.9814067859323428,38281
scaled_ECI_components,2012,pearson,nbr_mean,bsi_mean,0.9836154185549463,38281
scaled_ECI_components,2012,pearson,ndmi_mean,bsi_mean,0.9845581603299218,38281
scaled_ECI_components,2012,spearman,kndvi_mean,nbr_mean,0.9175948596310096,38281
scaled_ECI_components,2012,spearman,kndvi_mean,ndmi_mean,0.8752129809284451,38281
scaled_ECI_components,2012,spearman,kndvi_mean,bsi_mean,0.9298893028811416,38281
scaled_ECI_components,2012,spearman,nbr_mean,ndmi_mean,0.9853394069511243,38281
scaled_ECI_components,2012,spearman,nbr_mean,bsi_mean,0.9888460122082068,38281
scaled_ECI_components,2012,spearman,ndmi_mean,bsi_mean,0.9839651446918625,38281
scaled_ECI_components,2013,pearson,kndvi_mean,nbr_mean,0.9424286676614586,38281
scaled_ECI_components,2013,pearson,kndvi_mean,ndmi_mean,0.9062680096900565,38281
scaled_ECI_components,2013,pearson,kndvi_mean,bsi_mean,0.9530451311996495,38281
scaled_ECI_components,2013,pearson,nbr_mean,ndmi_mean,0.986128779834927,38281
scaled_ECI_components,2013,pearson,nbr_mean,bsi_mean,0.9862434537555926,38281
scaled_ECI_components,2013,pearson,ndmi_mean,bsi_mean,0.9865727891326932,38281
scaled_ECI_components,2013,spearman,kndvi_mean,nbr_mean,0.9438931390168387,38281
scaled_ECI_components,2013,spearman,kndvi_mean,ndmi_mean,0.9127418708264405,38281
scaled_ECI_components,2013,spearman,kndvi_mean,bsi_mean,0.9581355401158724,38281
scaled_ECI_components,2013,spearman,nbr_mean,ndmi_mean,0.9893520828940575,38281
scaled_ECI_components,2013,spearman,nbr_mean,bsi_mean,0.9916967271677124,38281
scaled_ECI_components,2013,spearman,ndmi_mean,bsi_mean,0.9864568251318102,38281
scaled_ECI_components,2014,pearson,kndvi_mean,nbr_mean,0.9455881570309623,38281
scaled_ECI_components,2014,pearson,kndvi_mean,ndmi_mean,0.9146852149082385,38281
scaled_ECI_components,2014,pearson,kndvi_mean,bsi_mean,0.954883955385312,38281
scaled_ECI_components,2014,pearson,nbr_mean,ndmi_mean,0.9874195751977847,38281
scaled_ECI_components,2014,pearson,nbr_mean,bsi_mean,0.9873830602224806,38281
scaled_ECI_components,2014,pearson,ndmi_mean,bsi_mean,0.9896959836205059,38281
scaled_ECI_components,2014,spearman,kndvi_mean,nbr_mean,0.9483027830822623,38281
scaled_ECI_components,2014,spearman,kndvi_mean,ndmi_mean,0.9202642240179852,38281
scaled_ECI_components,2014,spearman,kndvi_mean,bsi_mean,0.9602715051168953,38281
scaled_ECI_components,2014,spearman,nbr_mean,ndmi_mean,0.9905552515195357,38281
scaled_ECI_components,2014,spearman,nbr_mean,bsi_mean,0.9929716208378222,38281
scaled_ECI_components,2014,spearman,ndmi_mean,bsi_mean,0.9894514056718989,38281
scaled_ECI_components,2015,pearson,kndvi_mean,nbr_mean,0.9395808408880102,38281
scaled_ECI_components,2015,pearson,kndvi_mean,ndmi_mean,0.8963656830450225,38281
scaled_ECI_components,2015,pearson,kndvi_mean,bsi_mean,0.9469923387346654,38281
scaled_ECI_components,2015,pearson,nbr_mean,ndmi_mean,0.9827656595836166,38281
scaled_ECI_components,2015,pearson,nbr_mean,bsi_mean,0.984422632633156,38281
scaled_ECI_components,2015,pearson,ndmi_mean,bsi_mean,0.9861982343425215,38281
scaled_ECI_components,2015,spearman,kndvi_mean,nbr_mean,0.9451880794501295,38281
scaled_ECI_components,2015,spearman,kndvi_mean,ndmi_mean,0.9088682913829562,38281
scaled_ECI_components,2015,spearman,kndvi_mean,bsi_mean,0.9547241785541938,38281
scaled_ECI_components,2015,spearman,nbr_mean,ndmi_mean,0.9861331911910027,38281
scaled_ECI_components,2015,spearman,nbr_mean,bsi_mean,0.9900286808116836,38281
scaled_ECI_components,2015,spearman,ndmi_mean,bsi_mean,0.9867608959750188,38281
scaled_ECI_components,2016,pearson,kndvi_mean,nbr_mean,0.9357047499596822,38281
scaled_ECI_components,2016,pearson,kndvi_mean,ndmi_mean,0.8919295449222705,38281
scaled_ECI_components,2016,pearson,kndvi_mean,bsi_mean,0.9471238373477057,38281
scaled_ECI_components,2016,pearson,nbr_mean,ndmi_mean,0.9847500157497655,38281
scaled_ECI_components,2016,pearson,nbr_mean,bsi_mean,0.9854704026376014,38281
scaled_ECI_components,2016,pearson,ndmi_mean,bsi_mean,0.9840607482847736,38281
scaled_ECI_components,2016,spearman,kndvi_mean,nbr_mean,0.9388413792869502,38281
scaled_ECI_components,2016,spearman,kndvi_mean,ndmi_mean,0.9040955281524211,38281
scaled_ECI_components,2016,spearman,kndvi_mean,bsi_mean,0.9543307520302974,38281
scaled_ECI_components,2016,spearman,nbr_mean,ndmi_mean,0.9887036459645036,38281
scaled_ECI_components,2016,spearman,nbr_mean,bsi_mean,0.9900108977238572,38281
scaled_ECI_components,2016,spearman,ndmi_mean,bsi_mean,0.9842510713673762,38281
scaled_ECI_components,2017,pearson,kndvi_mean,nbr_mean,0.9495179875522719,38281
scaled_ECI_components,2017,pearson,kndvi_mean,ndmi_mean,0.9183141210710819,38281
scaled_ECI_components,2017,pearson,kndvi_mean,bsi_mean,0.9578237184947607,38281
scaled_ECI_components,2017,pearson,nbr_mean,ndmi_mean,0.9876309666460252,38281
scaled_ECI_components,2017,pearson,nbr_mean,bsi_mean,0.9868641987207397,38281
scaled_ECI_components,2017,pearson,ndmi_mean,bsi_mean,0.9893185650379472,38281
scaled_ECI_components,2017,spearman,kndvi_mean,nbr_mean,0.9512043221404677,38281
scaled_ECI_components,2017,spearman,kndvi_mean,ndmi_mean,0.9241928304887568,38281
scaled_ECI_components,2017,spearman,kndvi_mean,bsi_mean,0.9623229410452487,38281
scaled_ECI_components,2017,spearman,nbr_mean,ndmi_mean,0.9908011677335786,38281
scaled_ECI_components,2017,spearman,nbr_mean,bsi_mean,0.9919950813478541,38281
scaled_ECI_components,2017,spearman,ndmi_mean,bsi_mean,0.9889365913558379,38281
scaled_ECI_components,2018,pearson,kndvi_mean,nbr_mean,0.9604391797719076,38281
scaled_ECI_components,2018,pearson,kndvi_mean,ndmi_mean,0.9309551104064857,38281
scaled_ECI_components,2018,pearson,kndvi_mean,bsi_mean,0.9641123654384047,38281
scaled_ECI_components,2018,pearson,nbr_mean,ndmi_mean,0.9863748039668561,38281
scaled_ECI_components,2018,pearson,nbr_mean,bsi_mean,0.9867655902553469,38281
scaled_ECI_components,2018,pearson,ndmi_mean,bsi_mean,0.9900511381404759,38281
scaled_ECI_components,2018,spearman,kndvi_mean,nbr_mean,0.9629353019981384,38281
scaled_ECI_components,2018,spearman,kndvi_mean,ndmi_mean,0.9365075631107757,38281
scaled_ECI_components,2018,spearman,kndvi_mean,bsi_mean,0.9688303904715102,38281
scaled_ECI_components,2018,spearman,nbr_mean,ndmi_mean,0.9895595587720282,38281
scaled_ECI_components,2018,spearman,nbr_mean,bsi_mean,0.992451866701328,38281
scaled_ECI_components,2018,spearman,ndmi_mean,bsi_mean,0.9903142648441587,38281
scaled_ECI_components,2019,pearson,kndvi_mean,nbr_mean,0.9521100995881209,38281
scaled_ECI_components,2019,pearson,kndvi_mean,ndmi_mean,0.9212327572816358,38281
scaled_ECI_components,2019,pearson,kndvi_mean,bsi_mean,0.9593852441822137,38281
scaled_ECI_components,2019,pearson,nbr_mean,ndmi_mean,0.9871567035088625,38281
scaled_ECI_components,2019,pearson,nbr_mean,bsi_mean,0.986924089169688,38281
scaled_ECI_components,2019,pearson,ndmi_mean,bsi_mean,0.9893889136153668,38281
scaled_ECI_components,2019,spearman,kndvi_mean,nbr_mean,0.9524281222321466,38281
scaled_ECI_components,2019,spearman,kndvi_mean,ndmi_mean,0.9254887736134241,38281
scaled_ECI_components,2019,spearman,kndvi_mean,bsi_mean,0.9637715823151535,38281
scaled_ECI_components,2019,spearman,nbr_mean,ndmi_mean,0.9897139786270881,38281
scaled_ECI_components,2019,spearman,nbr_mean,bsi_mean,0.9914507872839085,38281
scaled_ECI_components,2019,spearman,ndmi_mean,bsi_mean,0.9885450106694396,38281
scaled_ECI_components,2020,pearson,kndvi_mean,nbr_mean,0.9539936849445259,38281
scaled_ECI_components,2020,pearson,kndvi_mean,ndmi_mean,0.9180331917147689,38281
scaled_ECI_components,2020,pearson,kndvi_mean,bsi_mean,0.9575301000260992,38281
scaled_ECI_components,2020,pearson,nbr_mean,ndmi_mean,0.9845350051718894,38281
scaled_ECI_components,2020,pearson,nbr_mean,bsi_mean,0.9871898306457355,38281
scaled_ECI_components,2020,pearson,ndmi_mean,bsi_mean,0.9894168722819683,38281
scaled_ECI_components,2020,spearman,kndvi_mean,nbr_mean,0.9580604344256485,38281
scaled_ECI_components,2020,spearman,kndvi_mean,ndmi_mean,0.9274838303306364,38281
scaled_ECI_components,2020,spearman,kndvi_mean,bsi_mean,0.9637973983402857,38281
scaled_ECI_components,2020,spearman,nbr_mean,ndmi_mean,0.9879645333694226,38281
scaled_ECI_components,2020,spearman,nbr_mean,bsi_mean,0.9925128872431861,38281
scaled_ECI_components,2020,spearman,ndmi_mean,bsi_mean,0.9896267648259649,38281
scaled_ECI_components,2021,pearson,kndvi_mean,nbr_mean,0.9552737206510137,38281
scaled_ECI_components,2021,pearson,kndvi_mean,ndmi_mean,0.9212266280259906,38281
scaled_ECI_components,2021,pearson,kndvi_mean,bsi_mean,0.9541298686640394,38281
scaled_ECI_components,2021,pearson,nbr_mean,ndmi_mean,0.9872761380206159,38281
scaled_ECI_components,2021,pearson,nbr_mean,bsi_mean,0.9894344134151607,38281
scaled_ECI_components,2021,pearson,ndmi_mean,bsi_mean,0.9929292259309652,38281
scaled_ECI_components,2021,spearman,kndvi_mean,nbr_mean,0.9539553188914,38281
scaled_ECI_components,2021,spearman,kndvi_mean,ndmi_mean,0.9261950952491689,38281
scaled_ECI_components,2021,spearman,kndvi_mean,bsi_mean,0.9598465965505346,38281
scaled_ECI_components,2021,spearman,nbr_mean,ndmi_mean,0.9908266679991432,38281
scaled_ECI_components,2021,spearman,nbr_mean,bsi_mean,0.9935266616756081,38281
scaled_ECI_components,2021,spearman,ndmi_mean,bsi_mean,0.991961781802742,38281
scaled_ECI_components,2022,pearson,kndvi_mean,nbr_mean,0.9605871614155379,38281
scaled_ECI_components,2022,pearson,kndvi_mean,ndmi_mean,0.929764442468344,38281
scaled_ECI_components,2022,pearson,kndvi_mean,bsi_mean,0.9584840159041658,38281
scaled_ECI_components,2022,pearson,nbr_mean,ndmi_mean,0.9868459111920118,38281
scaled_ECI_components,2022,pearson,nbr_mean,bsi_mean,0.9890107115012883,38281
scaled_ECI_components,2022,pearson,ndmi_mean,bsi_mean,0.9936026782945481,38281
scaled_ECI_components,2022,spearman,kndvi_mean,nbr_mean,0.9659620461696061,38281
scaled_ECI_components,2022,spearman,kndvi_mean,ndmi_mean,0.9423793970938792,38281
scaled_ECI_components,2022,spearman,kndvi_mean,bsi_mean,0.9693941140844138,38281
scaled_ECI_components,2022,spearman,nbr_mean,ndmi_mean,0.9900918223787691,38281
scaled_ECI_components,2022,spearman,nbr_mean,bsi_mean,0.993696083583617,38281
scaled_ECI_components,2022,spearman,ndmi_mean,bsi_mean,0.9929496128397249,38281
scaled_ECI_components,2023,pearson,kndvi_mean,nbr_mean,0.9569810913845685,38281
scaled_ECI_components,2023,pearson,kndvi_mean,ndmi_mean,0.922703228797616,38281
scaled_ECI_components,2023,pearson,kndvi_mean,bsi_mean,0.9545772879029547,38281
scaled_ECI_components,2023,pearson,nbr_mean,ndmi_mean,0.9868955896776901,38281
scaled_ECI_components,2023,pearson,nbr_mean,bsi_mean,0.9899275380189078,38281
scaled_ECI_components,2023,pearson,ndmi_mean,bsi_mean,0.9930763347326699,38281
scaled_ECI_components,2023,spearman,kndvi_mean,nbr_mean,0.959715599849464,38281
scaled_ECI_components,2023,spearman,kndvi_mean,ndmi_mean,0.928878097062361,38281
scaled_ECI_components,2023,spearman,kndvi_mean,bsi_mean,0.9611728892921294,38281
scaled_ECI_components,2023,spearman,nbr_mean,ndmi_mean,0.9899346891187081,38281
scaled_ECI_components,2023,spearman,nbr_mean,bsi_mean,0.9946843665817854,38281
scaled_ECI_components,2023,spearman,ndmi_mean,bsi_mean,0.9926716964859877,38281
scaled_ECI_components,2024,pearson,kndvi_mean,nbr_mean,0.9493635651525038,38281
scaled_ECI_components,2024,pearson,kndvi_mean,ndmi_mean,0.9079427612410417,38281
scaled_ECI_components,2024,pearson,kndvi_mean,bsi_mean,0.9501609979510403,38281
scaled_ECI_components,2024,pearson,nbr_mean,ndmi_mean,0.9849857139746742,38281
scaled_ECI_components,2024,pearson,nbr_mean,bsi_mean,0.9892564818537315,38281
scaled_ECI_components,2024,pearson,ndmi_mean,bsi_mean,0.9896539171813165,38281
scaled_ECI_components,2024,spearman,kndvi_mean,nbr_mean,0.9554602756390387,38281
scaled_ECI_components,2024,spearman,kndvi_mean,ndmi_mean,0.9159144987467023,38281
scaled_ECI_components,2024,spearman,kndvi_mean,bsi_mean,0.9567750391868963,38281
scaled_ECI_components,2024,spearman,nbr_mean,ndmi_mean,0.9856354923650308,38281
scaled_ECI_components,2024,spearman,nbr_mean,bsi_mean,0.992613106085694,38281
scaled_ECI_components,2024,spearman,ndmi_mean,bsi_mean,0.9887885808961245,38281
scaled_ECI_components,2025,pearson,kndvi_mean,nbr_mean,0.9629424944266501,38281
scaled_ECI_components,2025,pearson,kndvi_mean,ndmi_mean,0.9311313913534744,38281
scaled_ECI_components,2025,pearson,kndvi_mean,bsi_mean,0.9590774837140983,38281
scaled_ECI_components,2025,pearson,nbr_mean,ndmi_mean,0.9871787044417836,38281
scaled_ECI_components,2025,pearson,nbr_mean,bsi_mean,0.9900603112566234,38281
scaled_ECI_components,2025,pearson,ndmi_mean,bsi_mean,0.9935482041866683,38281
scaled_ECI_components,2025,spearman,kndvi_mean,nbr_mean,0.9635830930037186,38281
scaled_ECI_components,2025,spearman,kndvi_mean,ndmi_mean,0.9337502809915958,38281
scaled_ECI_components,2025,spearman,kndvi_mean,bsi_mean,0.9636932323906684,38281
scaled_ECI_components,2025,spearman,nbr_mean,ndmi_mean,0.9887203964497078,38281
scaled_ECI_components,2025,spearman,nbr_mean,bsi_mean,0.9940125270021518,38281
scaled_ECI_components,2025,spearman,ndmi_mean,bsi_mean,0.9928399864391058,38281
scaled_ECI_components,pooled_cell_years,pearson,kndvi_mean,nbr_mean,0.9250507890502203,995306
scaled_ECI_components,pooled_cell_years,pearson,kndvi_mean,ndmi_mean,0.9052283676575912,995306
scaled_ECI_components,pooled_cell_years,pearson,kndvi_mean,bsi_mean,0.9450128685827153,995306
scaled_ECI_components,pooled_cell_years,pearson,nbr_mean,ndmi_mean,0.9814005639266646,995306
scaled_ECI_components,pooled_cell_years,pearson,nbr_mean,bsi_mean,0.9830222228493484,995306
scaled_ECI_components,pooled_cell_years,pearson,ndmi_mean,bsi_mean,0.9896379481650389,995306
scaled_ECI_components,pooled_cell_years,spearman,kndvi_mean,nbr_mean,0.9229322475758168,995306
scaled_ECI_components,pooled_cell_years,spearman,kndvi_mean,ndmi_mean,0.9079304419811165,995306
scaled_ECI_components,pooled_cell_years,spearman,kndvi_mean,bsi_mean,0.9469739076872752,995306
scaled_ECI_components,pooled_cell_years,spearman,nbr_mean,ndmi_mean,0.9853258073683344,995306
scaled_ECI_components,pooled_cell_years,spearman,nbr_mean,bsi_mean,0.9883827426459754,995306
scaled_ECI_components,pooled_cell_years,spearman,ndmi_mean,bsi_mean,0.9894836600433027,995306
